pais,departamento,municipio,lat,lon,familia,lengua,significado,origen,lengua_nativa,tema,otros_nombres,fuente,enlace_embeber
Bolivia,La Paz,Mocomoco,-15.449986,-69.035767,Jaqi/Aru,Aymara,"El nombre de Mocomoco proviene de la palabra aymara duplicada ""muqu"" que significa ""nudo"". Se denominó el municipio de esta manera debido a que se trataba de una comunidad que tenía promontorios notables (tipo nudos) que dificultaban desplazarse por la localidad.",,Sí,Paisaje / Características naturales,Muqumuqu,"Cayo, L. (2022). Acopio y clasificación de topónimos aymaras en el departamento de La Paz que facilite a SERPROPA como guía para la interpretación.",https://repositorio.umsa.bo/bitstream/handle/123456789/30175/TD-621.pdf?sequence=1&isAllowed=y
Bolivia,La Paz,Ayo Ayo,-17.076743,-68.019663,Quechua,Quechua,,,,,,,
Bolivia,Chuquisaca,Azurduy,-20.181372,-64.432903,Indoeuropea/Romance,Español,,"La provincia de Azurduy es una provincia de Bolivia, ubicada en el departamento de Chuquisaca. La provincia toma su nombre en honor a Juana Azurduy de Padilla (1781-1862), quien luchó contra los españoles en el siglo XIX. Actualmente, existe una pequeña capital con el nombre de Padilla en la provincia de Tomina, también en el departamento de Chuquisaca.",No,Época / Hecho histórico,,,"https://es.wikipedia.org/wiki/Provincia_de_Azurduy#:~:text=La%20provincia%20toma%20su%20nombre,espa%C3%B1oles%20en%20el%20siglo%20XIX."
Bolivia,Potosí,"Caiza ""D""",-20.011321,-65.653611,,,,,,,,,
Bolivia,La Paz,Copacabana,-16.136481,-69.064152,Jaqi/Aru,Quechua/Aymara,"Se dice que el nombre del municipio proviene de las palabra aymara “kota” que significa lago y la palabra quechua “qhawana” que significa vista, que en conjunto se interpretan como “vista al lago”.",,Sí,Paisaje / Características naturales,,"Carvalho, P. (3 de marzo de 2024). La Copacabana de Bolivia, la antigua ciudad de los incas que dio nombre a una de las playas más famosas de Brasil. BBC.com. https://www.bbc.com/mundo/articles/ckd409zypd8o#:~:text=Jhonny%20Ucedo%2C%20director%20de%20cultura,vista%20al%20lago%22%2C%20afirma.",
Bolivia,Chuquisaca,Tarvita,-19.772155,-64.561763,,,,,,,,,
Bolivia,Potosí,Chaquí,-19.625014,-65.546062,Quechua,Quechua,"No se tiene una explicación sobre el nombre, pero se podría decir que viene de la palabra quechua ""ch'aqi"" que hace referencia a una sopa preparada con maíz o trigo molido, carne y otros condimentos característica de la zona.",,Sí,Paisaje / Características naturales,,"Laime, T. (1997). Diccionario quechua-español",
Bolivia,Potosí,Puna,-19.876804,-65.400116,Quechua,Quechua,Hace referencia a un tierra alta cercana a los Andes.,,Sí,Paisaje / Características naturales,,"Laime, T. (1997). Diccionario quechua-español",
Bolivia,Potosí,Ckochas,-19.74211,-65.02217,Quechua,Quechua,"Palabra quechua ""Qucha"" que significa ""lago"".",,Sí,Paisaje / Características naturales,Quchas,"Laime, T. (1997). Diccionario quechua-español",
Bolivia,Chuquisaca,El Villar,-19.691277,-64.275243,,,,,,,,,
Bolivia,Chuquisaca,Huacaya,-20.71658,-63.594763,,,,,,,,,
Bolivia,La Paz,Tacacoma,-15.392483,-68.523023,Jaqi/Aru,Aymara,"Proviene de las palabras aymaras ""Thakhi"" que significa ""camino angosto"" y ""Qhumaña"" que significa ""abrazar"", haciendo referencia a un lugar con dos caminos que se se juntan (y abrazan, metafóricamente).",,Sí,Paisaje / Características naturales,,"Cayo, L. (2022). Acopio y clasificación de topónimos aymaras en el departamento de La Paz que facilite a SERPROPA como guía para la interpretación.",https://repositorio.umsa.bo/bitstream/handle/123456789/30175/TD-621.pdf?sequence=1&isAllowed=y
Bolivia,Chuquisaca,Huacareta,-20.594552,-64.009933,Tupí-guaraní,Guaraní,Nombre proveniente de la lengua guaraní que hace referencia a un lugar con muchas vacas.,,Sí,Fauna,,,https://gotadelchaco.com/huacareta/calendario/aniversario-civico-de-huacareta
Bolivia,Chuquisaca,Monteagudo,-20.01467,-64.075064,Indoeuropea/Romance,Español,,Recibe su nombre de Bernardo de Monteagudo Cáceres (1789–1825) quien tomó parte en la revolución de Chuquisaca del 25 de mayo de 1809.,No,Época / Hecho histórico,,WIkimedia,https://es.wikipedia.org/wiki/Monteagudo_(Bolivia)
Bolivia,Potosí,Potosí,-19.537425,-65.722029,Jaqi/Aru,Aymara,"Según Cerrón Palomino, el nombre de Potosí proviene del aymara “phutuchiq” que significa “el que hace botar”, pero por algunos rasgos de la fonotáctica de la lengua, se transformó en “phutuqchi” para finalmente llegar a lo que actualmente conocemos como “Potosí”. Esto se ve respaldado por algunos documentos coloniales en los que se puede encontrar variantes como “Potochi”, “Potocchi”, “Potocsi” o “Potoci”.",,Sí,Paisaje / Características naturales,,WIkimedia,https://es.wikipedia.org/wiki/Potos%C3%AD
Bolivia,La Paz,San Pedro de Tiquina,-16.231875,-68.865673,,,"El nombre Tiquina proviene de la palabra aymara ""Ttejjeña"" que hace referencia a las balsas de Totora que se usaban, y siguen usando, para navegar en el Lago Titicaca.",,Sí,Paisaje / Características naturales,,"Cayo, L. (2022). Acopio y clasificación de topónimos aymaras en el departamento de La Paz que facilite a SERPROPA como guía para la interpretación.",https://repositorio.umsa.bo/bitstream/handle/123456789/30175/TD-621.pdf?sequence=1&isAllowed=y
Bolivia,Santa Cruz,Lagunillas,-19.771601,-63.644934,,,,,,,,,
Bolivia,Chuquisaca,Alcalá,-19.432135,-64.373883,Indoeuropea/Romance,Español,Topónimo español que designa a diversas localidades relacionadas con la presencia de un castillo.,,Sí,Época / Hecho histórico,,,"https://es.wiktionary.org/wiki/Alcal%C3%A1#:~:text=Top%C3%B3nimo%20espa%C3%B1ol%20que%20designa%20a,la%20presencia%20de%20un%20castillo."
Bolivia,Chuquisaca,Sopachui,-19.462294,-64.535222,Quechua,Quechua,"El nombre del municipio proviene de la palabra quechua “supay” que significa ""diablo"", y “churu” que significa ""isla""; por lo cual literalmente sería “la isla del diablo”.",,Sí,Paisaje / Características naturales,,,https://buscarthe.blogspot.com/2016/04/sopachuy-la-tierra-del-encanto.html
Bolivia,Chuquisaca,Villa Ricardo Mugia - Icla,-19.465332,-64.746377,,,,,,,,,
Bolivia,Chuquisaca,Yotala,-19.225038,-65.264847,,,,,,,,,
Bolivia,Chuquisaca,Yamparáez,-19.243538,-65.070031,Quechua,Español/Quechua,,"Yamparáez lleva el nombre de los nativos Yampara. Cuando los españoles llegaron a la región de los valles interandinos bolivianos en 1540, estos estaban poblados por varios grupos étnicos, siendo el grupo más numeroso, con dos mil habitantes, los Yamparas,​ nombre del cual deriva la denominación de la provincia.",Sí,Época / Hecho histórico,,Wikimedia,"https://es.wikipedia.org/wiki/Provincia_de_Yampar%C3%A1ez#:~:text=Yampar%C3%A1ez%20lleva%20el%20nombre%20de,la%20denominaci%C3%B3n%20de%20la%20provincia."
Bolivia,Chuquisaca,Tomina,-19.16086,-64.49497,Quechua,Español/Quechua,,El nombre de Tomina se atribuye al nombre una pequeña moneda de plata que se utilizaba en la época virreinal como pago tributario anual por persona.,Sí,Época / Hecho histórico,,,
Bolivia,Potosí,Ocurí,-18.889829,-65.768433,,,,,,,,,
Bolivia,Chuquisaca,Tarabuco,-19.12148,-64.90981,Quechua,Quechua,"La palabra Tarabuco deriva de dos palabras en el idioma quechua que son “tarka” que significa “flauta de una sola pieza”, y “phuku” que significa “soplar”. Juntas, hacen referencia a los “tocadores de flautas”, una actividad característica del lugar.",,,,,,https://es.wikipedia.org/wiki/Tarabuco
Bolivia,Chuquisaca,Zudañez,-19.127991,-64.687986,Indoeuropea/Romance,Español,,"El municipio de Zudáñez, cuyo segundo nombre es Takopaya, fue creado con el nombre de Takopaya por el Decreto Ley del 22 de noviembre de 1908 que luego fue cambiado por Zudáñez mediante la Ley del 5 de diciembre de 1917 en la presidencia de José Gutiérrez Guerra, con su capital Villa Zudáñez, en homenaje a uno de los insignes próceres de la independencia, Jaime de Zudáñez.",No,Época / Hecho histórico,Tacopaya,,https://es.wikipedia.org/wiki/Zud%C3%A1%C3%B1ez
Bolivia,Chuquisaca,Villa Vaca Guzmán,-19.893053,-63.802407,Quechua,Quechua,"Este municipio también es conocido como ""Muyupampa"", palabra proveniente del quechua conformada por ""muyu"" que significa ""vuelta"" y ""pampa"" que significa ""planicie"" o ""llanura"" haciendo referencia a las características geográficas del lugar.",,No,Paisaje / Características naturales,Muyupampa,,"Laime, T. (1997). Diccionario quechua-español"
Bolivia,Chuquisaca,Padilla,-19.374735,-64.160856,Indoeuropea/Romance,Español,,"Padilla fue fundada el 23 de junio de 1583 con el nombre de San Miguel de la Laguna, pero el 14 de enero de 1584, los chiriguanos Mapae, Area, Kandio, Tendí con más de 2000 keimbas atacaron a la población, matando a todos sus pobladores incluido su fundador Miguel Martín y el padre Antonio Gallegos Bermúdez. Destruida por estos, el 24 de junio de 1586 fue nuevamente establecida por el capitán español Melchor de Rodas como Villa de San Juan de Rodas, sin embargo poco tiempo después quedó consagrada como La Laguna. Luego de la independencia de Bolivia, el pueblo fue designado capital de la provincia de Tomina y en 1827 fue elevada al rango de ciudad y rebautizada con su nombre actual, por Antonio José de Sucre, en homenaje a Manuel Ascencio Padilla, prócer de la independencia boliviana, que tenía su cuartel en esta ciudad.",No,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/Padilla_(Bolivia)
Bolivia,Chuquisaca,Mojocoya,-18.780282,-64.644171,Quechua,Quechua,"Proviene de las palabras quechuas ""musuq"" que significa ""nuevo"" y ""qhuya"" que signifca mina, haciendo referencia a un lugar con minas con explorar en su momento.",,Sí,Paisaje / Características naturales,,,"Laime, T. (1997). Diccionario quechua-español"
Bolivia,Santa Cruz,Pucará,-18.762479,-64.191069,,,"En las regiones quechuas y diaguitas, fortaleza con gruesas pircas, que construían los indígenas en alturas estratégicas.",,Sí,Paisaje / Características naturales,,,https://dle.rae.es/pucar%C3%A1
Bolivia,Chuquisaca,Villa Serrano,-18.95187,-64.30003,Indoeuropea/Romance,Español,,El nombre del municipio fue otorgado en honor a José Mariano Serrano quien redactó el acta de la independencia de Bolivia en 1825.,No,Época / Hecho histórico,,,
Bolivia,Chuquisaca,Macharetí,-20.725404,-62.878986,,,"El nombre de Macharetí proviene de la palabra ""Matare-ti"" en donde la palabra ""matare"" significa ""yuca silvestre o macharé"" y la palabra ""ti"" significa ""lugar de"" (lugar donde abunda yuca silvestre o el macharé). Según el libro ""Guía al Chaco boliviano"" del padre franciscano Bernardino de Nino, el nombre Macharetí es una especie de yerba en el idioma chiriguano",,Sí,Flora,,Wikimedia,"https://es.wikipedia.org/wiki/Macharet%C3%AD#:~:text=Macharet%C3%AD%2C%20es%20una%20localidad%20y,seg%C3%BAn%20el%20Censo%20INE%202012)."
Bolivia,Santa Cruz,Boyuibe,-20.338843,-63.07628,Tupí-guaraní,Guaraní,"Según Baldomero Eberlein, la palabra proviene del idioma guaraní y significa “tierra de las golondrinas”.",,Sí,Fauna,,Wikimedia,https://es.wikipedia.org/wiki/Boyuibe
Bolivia,Santa Cruz,Cuevo,-20.330195,-63.539308,Indoeuropea/Romance,Español/Quechua,"""Cuevo"" es una adaptación de ""Cobo Cobo"", nombre con el cual los pueblos indígenas guaraní-chiriguanos conocían a este valle. Con el tiempo, se transformó a ""Cuevo"" que en castellano se le asigna a una mariposa negra.",,Sí,Fauna,,Wikimedia,https://es.wikipedia.org/wiki/Cuevo
Bolivia,Santa Cruz,Camiri,-20.0348,-63.487848,Tupí-guaraní,Guaraní,"El nombre de Camiri proviene del idioma guaraní. Caá del guaraní ka'a significa ""planta"" que describe una planta cuyo tallo, raíz y ramaje no presentan lignificación, es decir, carecen de las estructuras leñosas típicas de la madera en árboles y arbustos aunque también se le da el significado de ""monte o selva de regular tamaño o altura"".​ Mi es un diminutivo de ka'a, que significa pequeño, chico, poco, humilde. Ri es una sílaba que hace de complemento añadido por la lengua castellana que carece de significado.",,Sí,Flora,,Wikimedia,https://es.wikipedia.org/wiki/Camiri
Bolivia,Cochabamba,Cocapata,-16.489075,-66.552213,Quechua,Quechua,"Palabras quechua ""kuka"" y ""pata"" que significan ""coca"", haciendo referencia a la hoja de coca, y ""arriba"" respectivamente.",,,,,"Laime, T. (1997). Diccionario quechua-español",
Bolivia,Santa Cruz,Vallegrande,-18.783745,-63.940374,Indoeuropea/Romance,Español,,El nombre de Vallegrande proviene del gran valle fértil para la agricultura en el que se encuentra la ciudad.,No,Paisaje / Características naturales,,,https://es.wikipedia.org/wiki/Vallegrande
Bolivia,Santa Cruz,Gutiérrez,-19.395995,-63.501713,,,,"El nombre de Gutiérrez, según versiones populares, tiene su origen de la época de la retoma del Alto Perú a Buenos Aires en el 1818, un español se enfermó y recibió ayuda en un caserío; al encontrarse sano pidió a los pobladores que dicho lugar sea nombrado con su apellido. Gutiérrez es un apellido español de origen etimológico germánico, con homónimos en múltiples idiomas, como en portugués Guterres, francés Gautier, italiano Gualterio, hebreo גוטיירז (asquenazí), inglés Walther/Walters, alemán Walter «Realeza Gótica».",No,Paisaje / Características naturales,,,https://es.wikipedia.org/wiki/Guti%C3%A9rrez_(Bolivia)
Bolivia,Chuquisaca,Sucre,-18.937707,-65.250483,,,,"Apellido de uno de los mariscales que fundó Bolivia, Antonio José de Sucre, y cuyo nombre se le atribuyó al municipio en su honor.",,,,,
Bolivia,Chuquisaca,Presto,-18.755652,-64.893029,Indoeuropea/Romance,Italiano,"Aparejado, pronto, preparado o dispuesto para ejecutar algo o para un fin.","La población de Presto fue fundada el 23 de julio de 1570 con el nombre de Santiago de la Frontera, ubicándose en la época colonial,​ dentro de lo que era la Provincia de Santiago de la Frontera de Tomina.
Presto fue creado como municipio de la Provincia de Zudáñez según Decreto Supremo el 21 de diciembre de 1926.",No,Época / Hecho histórico,Santiago de la Frontera,Wikipedia,https://es.wikipedia.org/wiki/Presto_(Bolivia)
Bolivia,Santa Cruz,Postrervalle,-18.625077,-63.763178,Indoeuropea/Romance,Español,,"El lugar donde está asentado el pueblo de Postrervalle, a casi 50 km de la ciudad de Vallegrande, fue durante el siglo XVIII una hacienda de propiedad de un canónigo del arzobispado de Sucre, el sacerdote Buenaventura Ponce de León. El sacerdote donó el sitio para la fundación del pueblo, que se efectuó el 16 de julio de 1830, por obra de Cristóbal Paniagua León. Pueblo de los Atollau.",No,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/Postrervalle
Bolivia,Santa Cruz,Trigal,-18.287082,-64.132664,Indoeuropea/Romance,Español,Campo sembrado de trigo.,El Trigal fue fundada por Don Mariano Arteaga el 20 de junio de 1873 y el municipio fue creado según mención de Ley el 18 de octubre de 1984.,No,Flora,,Wikipedia,https://es.wikipedia.org/wiki/El_Trigal_(Bolivia)
Bolivia,Santa Cruz,Quirusillas,-18.370572,-63.937456,Quechua,Quechua,"Quirusillas recibe su nombre de una palabra que deriva del quechua (khirusillas), nombre de una planta silvestre que crece en lugares húmedos y fríos.","Según el historiador Hernando Sanabria Fernández, en su obra “Breve Historia de Santa Cruz” el pueblo de Quirusillas se fundó el 8 de diciembre de 1765 por los esposos Alejandro Farel y Maria de Holguín. Cuando ambos fallecieron, sus hijos cedieron terrenos de su herencia para la construcción de un pequeño templo y para la edificación de viviendas en la zona. ",Sí,Flora,,Wikipedia,https://es.wikipedia.org/wiki/Quirusillas
Bolivia,Santa Cruz,Cabezas,-18.463893,-63.268472,Indoeuropea/Romance,Español,"En muchas culturas, la cabeza es vista como un signo de respeto. A menudo, solo una parte o la totalidad de la cabeza debe estar cubierta y velada al entrar en lugares sagrados o lugares de oración.","El padre franciscano Antonio Tamajuncosa cuenta que en 1769 fue fundada la Misión de Nuestra Señora del Carmen de Cabezas por el presbítero Melchor José Mariscal, como reducción de los indígenas chiriguanos. Esta misión fue entregada a los padres misioneros del colegio de Tarija, los cuales la tomaron a su cargo el 24 de diciembre de 1772.​ Para el año 1836, el poblado contaba con una población de 1.380 habitantes.4​ Durante gran parte del siglo xviii, Cabezas fue considerada parte de las misiones del norte, junto con las misiones de Piraí, Abapó y Florida. Durante el gobierno de Ismael Montes, el 28 de noviembre de 1906 se decretó por ley la creación de la tercera sección municipal (municipio) de Cabezas en la provincia Cordillera, compuesto de los cantones Cabezas, Piray, Florida y Abapó.",No,Época / Hecho histórico,Misión de Nuestra Señora del Carmen de Cabezas,Wikipedia,https://es.wikipedia.org/wiki/Cabezas_(Bolivia)
Bolivia,Santa Cruz,La Guardia,-18.053723,-63.233949,Indoeuropea/Romance,Español,Conjunto de soldados o gente armada que asegura la defensa de una persona o de un puesto.,"En el actual lugar donde se encuentra la ciudad de La Guardia, el gobernador Ignacio Warnes de Santa Cruz, durante la época de la Republiqueta, hacía “guardia” con sus soldados para vigilar la llegada de tropas realistas desde el altiplano.",No,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/La_Guardia_(Bolivia)
Bolivia,Santa Cruz,Moromoro,-18.320601,-64.343994,Indoeuropea/Romance,Español,"""Moro"" pasó a significar cualquiera que fuera musulmán o tuviera la piel oscura","En la región de Moro Moro se fundaron pueblos y se establecieron propiedades durante la época colonial tardía.​ Ya en la época republicana, la localidad de Moro Moro fue fundada oficialmente el 4 de mayo de 1841 por Juan Lorenzo Méndez. Posteriormente, Moro Moro fue elevado al rango de sección municipal (municipio) por Decreto Supremo N.º 10081 el 14 de enero de 1972, durante el gobierno de Hugo Banzer.",No,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/Moro_Moro
Bolivia,Santa Cruz,El Torno,-18.048802,-63.468859,Indoeuropea/Romance,Español,"Un conjunto de máquinas y herramientas que permiten mecanizar, roscar, cortar, agujerear, cilindrar, desbastar y ranurar piezas de forma geométrica por revolución.","El origen del nombre de la ciudad de El Torno se basa en tres diferentes especulaciones. La primera hace referencia a la existencia de una curva que hacía el río Piraí en el lugar del pueblo, la segunda hace referencia a la existencia de una curva que hacía el camino de herradura en el lugar. La tercera explica que existía un hombre que poseía un torno para fabricar mangos de escobas. Sin embargo las personas más antiguas no reconocen ninguna de las tres hipótesis, pues no presenciaron estos hechos. Lo que se deduce finalmente, es que el origen del nombre es incierto tan solo existen especulaciones sobre el mismo.",No,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/El_Torno_(Bolivia)
Bolivia,Santa Cruz,Samaipata,-18.175268,-63.750024,Quechua,Quechua,"Vendría del quechua ""Samay pata"", que sería un ""lugar de reposo entre montañas""","Según el explorador y naturalista francés Alcide d'Orbigny, su nombre antiguo proviene del quechua ""Çamaypata"", compuesto de “çamay”, que significa “descanso” y “pata”, que, aparte de ser el descanso de las tropas incaicas, en su opinión, era una descripción del lugar por sus características ambientales.  El 15 de diciembre de 1924 fue creada la provincia Florida, con lo cual el municipio de Samaipata pasó a pertenecer a esta nueva provincia, convirtiéndose también en su capital.",Sí,Época / Hecho histórico,Castilla,Wikipedia,https://es.wikipedia.org/wiki/Samaipata
Bolivia,Santa Cruz,Cotoca,-17.754783,-62.908285,Tupí-guaraní,Guaraní,"Ekotaka = ""Pascana"" = Lugar de paso","La leyenda dice que a fines del siglo xviii tres prófugos necesitados de calor encendieron una fogata, uno de ellos al cortar un tronco por la mitad descubrió la imagen de la Virgen María. Desde ese momento nació la devoción a la Virgen de Cotoca, se levantó un templo en el mismo lugar de la aparición y posteriormente se lo bendijo el 15 de diciembre de 1799.",No,Época / Hecho histórico,"tierra dulce"" de los valles",Cotoca Turística,https://www.tiktok.com/@cotocaturistica/video/7119970350351322374?lang=es
Bolivia,Santa Cruz,Saipina,-18.023563,-64.639935,Tupí-guaraní,Guaraní,"El topónimo Saipina parece ser de origen guaraní: SA = Cordel, Lazo y PIRA = Pescado; en sus orígenes habría significado: lazo o camino del pescado, nombre que le fue modificado como SAIPINA en lugar de SAIPIRA.",,Sí,Época / Hecho histórico,Tierra dulce de los valles,,https://www.youtube.com/watch?v=DvfF1N2cqxI
Bolivia,Cochabamba,Omereque,-18.070514,-64.893316,Jaqi/Aru,Aymara,"“Correr de aguas”​ o ""vida entre ríos y valles""",,Sí,Época / Hecho histórico,,Wikipedia,"https://es.wikipedia.org/wiki/Omereque#:~:text=Toponimia,vida%20entre%20r%C3%ADos%20y%20valles%22."
Bolivia,Santa Cruz,Porongo,-17.750256,-63.364841,Tupí-guaraní,Guaraní,"“Poro”, que era el nombre dado por los guaraníes al fruto de una planta trepadora que abundaba en la región. Este fruto de gran tamaño era secado y utilizado en las viviendas para conservar agua fresca o alimentos. ","Otros lo denominaban “porongo”. Fray Santiago del Rivero fundó la misión el 22 de febrero de 1714, denominándola “San Juan Bautista de Porongo”.",Sí,Flora,,Wikipedia,https://es.wikipedia.org/wiki/Porongo_(municipio)
Bolivia,Santa Cruz,Santa Cruz de la Sierra,-17.807061,-62.998124,Indoeuropea/Romance,Español,,El 26 de febrero de 1561 el capitán Ñuflo de Chaves fundó Santa Cruz de la Sierra. Lleva este nombre en honor a la ciudad donde nació su fundador en la española Extremadura.,No,Época / Hecho histórico,,Santa Cruz de la Sierra: 463 años de historia y aporte al desarrollo del país.,"https://unifranz.edu.bo/blog/santa-cruz-de-la-sierra-463-anos-de-historia-y-aporte-al-desarrollo-del-pais/#:~:text=Tres%20kil%C3%B3metros%20al%20sur%20de,fundador%20en%20la%20espa%C3%B1ola%20Extremadura."
Bolivia,Santa Cruz,Montero,-17.332869,-63.2499,Indoeuropea/Romance,Español,"Persona que busca y persigue la caza en el monte, o la ojea hacia el sitio en que la esperan los cazadores.","Montero en su historia fue denominada con diferentes nombres. Antes era llamada Monte de la Víbora por una cañada que se asemejaba una víbora en movimiento, otra rareza del villorrio en toda su integridad. También fue conocida como San Ramón de la Víbora en honor del fundador R.P. José Ramón Hurtado. El nombre actual fue adoptado en homenaje al coronel Marceliano Montero, héroe de la batalla de Ingavi que fue oriundo de este pueblo y vecino de Naranjal.",No,Época / Hecho histórico,"Monte de la víbora, San Ramón de la Víbora",Wikipedia,"https://es.wikipedia.org/wiki/Montero#:~:text=Montero%20en%20su%20historia%20fue,fundador%20R.P.%20Jos%C3%A9%20Ram%C3%B3n%20Hurtado."
Bolivia,Cochabamba,Vacas,-17.589042,-65.582561,Quechua,Quechua/Aymara,"Dios, cosa sagrada, lugar santo, templo, y todo lo singular o sobrenatural",,Sí,Época / Hecho histórico,Wak'a,Wikipedia,"https://es.wikipedia.org/wiki/Vacas_(Bolivia)#:~:text=17%20Enlaces%20externos-,Toponimia,todo%20lo%20singular%20o%20sobrenatural%C2%BB."
Bolivia,Cochabamba,Pocona,-17.681801,-65.371845,Quechua,Quechua,Cerbatana,"El pueblo de Pocona fue fundado por misioneros franciscanos entre los años 1535 y 1577. El 24 de mayo de 1812, a unos cinco kilómetros al noroeste del pueblo de Pocona, el caudillo y comandante Esteban Arze junto a su pequeña tropa enfrentó al ejército bien armado del militar realista José Manuel de Goyeneche, en lo que se conoce como el Combate de Pocona, en la que cientos de guerreros compatriotas perecieron ante el hueste español. El invencible ejército de Goyeneche posteriormente pasaría hacia Cochabamba a derrotar a los insurgentes en la Batalla de la Coronilla el 27 de mayo de 1812.",Sí,Época / Hecho histórico,Pucuna,Wikipedia,https://es.wikipedia.org/wiki/Pocona
Bolivia,Santa Cruz,Okinawa Uno,-17.322772,-62.865546,Japónicas,Japon,"Cuerda en mar abierto, un lugar de pesca lejano",,No,Paisaje / Características naturales,Oki Nawa,,"https://www.jtbmyasia.com/okinawa/#:~:text=El%20nombre%20de%20Okinawa%20significa,mezcla%20entre%20tropical%20y%20subtropical."
Bolivia,Santa Cruz,Warnes,-17.411728,-63.070138,Indoeuropea/Romance,Español,,"Lleva el nombre en homenaje al prócer argentino Coronel Ignacio Warnes, Gobernador de la Republiqueta de Santa Cruz de la Sierra durante la Guerra de la Independencia.”",No,Época / Hecho histórico,Enconada,Wikipedia,https://es.wikipedia.org/wiki/Warnes
Bolivia,Santa Cruz,General Saavedra,-17.168174,-63.17627,Indoeuropea/Romance,Español,,"Inicialmente fue fundado con el nombre de “Misión San Juan Bautista de Bibosi”, el 14 de diciembre de 1804 por Fray Juan Hernández. Posteriormente, mediante Ley de 24 de noviembre de 1913, pasó a denominarse General Saavedra, en honor al héroe de la Batalla de Ingavi, General Agustín Saavedra nacido en Samaipata.",No,Época / Hecho histórico,Misión San Juan Bautista de Bibosi,,https://www.amdecruz.com/municipios/generalsaavedra.php
Bolivia,Santa Cruz,Pailón,-17.757119,-61.921403,Indoeuropea/Romance,Español,Hondonada de fondo redondeado.,"Se considera como fundadores a ganaderos cruceños, viajeros hacia Puerto Suárez y trabajadores del FF.CC. (trabajadores y contratistas de la Comisión Mixta Ferroviaria Boliviano-Brasileña), que formaban los campamentos y viviendas del pueblo, de lo que iba a ser Pailón posteriormente, hasta el 13 de mayo de 1953, que es la fecha oficial de fundación. En el municipio hay tres comunidades indígenas ayoreas (Poza Verde, Guiday Chai y Puesto Paz) y 11 colonias Menonitas de Rusia, estos últimos representan una gran parte de la población total del municipio.",No,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/Pail%C3%B3n
Bolivia,Santa Cruz,Fernández Alonso,-16.888635,-63.212322,Indoeuropea/Romance,Español,,Lleva el nombre en homenaje al presidente de Bolivia Severo Fernández Alonso Caballero un abogado y político boliviano. Ocupó la presidencia de Bolivia desde el 19 de agosto de 1896 hasta su caída del 12 de abril de 1899. Enfrentó la guerra civil boliviana por el bando conservador. Fue un hombre de temperamento pacifista y de estructura legalista.,No,Época / Hecho histórico,Puesto Fernández Alonso,Wikipedia,https://es.wikipedia.org/wiki/Fern%C3%A1ndez_Alonso
Bolivia,Santa Cruz,Mineros,-17.05283,-63.273027,Indoeuropea/Romance,Español,Persona que trabaja en las minas.,"Originalmente Minero fue una pascana de nombre “Juno” en el que se encontraba un frondoso árbol del mismo nombre. Este paso obligatorio de los viajeros, con el transcurrir del tiempo se fue poblando hasta convertirse en un pueblo agrícola industrial y maderero. El crecimiento vecinal de Minero fue gradual y lentísimo en su primera etapa (1912 – 1960) y explosivo en su segunda etapa (1960 – 1985).",No,Época / Hecho histórico,,,https://www.amdecruz.com/municipios/minero.php
Bolivia,Santa Cruz,Pampa Grande,-18.0454,-64.153434,Quechua,Quechua,Planicie grande,"El 14 de abril de 1763 se suscribe la fundación de la capellanía de Pampagrande, la cual era una hacienda de propiedad de los esposos José Avila y Juan Alvis.",Sí,Paisaje / Características naturales,,,https://www.amdecruz.com/municipios/pampagrande.php
Bolivia,Santa Cruz,Mairana,-17.984579,-64.006897,Indoeuropea/Romance,Español,,"El nombre Mairana fue dado en homenaje a Francisco de Mairana, un poblador proveniente de Santa Cruz de la Sierra, que en el año 1807 vivía en Comarapa en compañía de doña Rosa de Mairana.",No,Época / Hecho histórico,,Wikipedia,"https://es.wikipedia.org/wiki/Mairana#:~:text=8%20Referencias-,Toponimia,de%20do%C3%B1a%20Rosa%20de%20Mairana."
Bolivia,Cochabamba,Puerto Villarroel,-17.032569,-64.884555,Indoeuropea/Romance,Español,,"La institución municipal trae su origen de la Constitución de 1839, que la creó, en reemplazo de los antiguos ayuntamientos del régimen colonial, los que fueron suprimidos por Ley del 21 de junio de 1826.",No,Época / Hecho histórico,,Wikipedia,https://es.wikipedia.org/wiki/Puerto_Villarroel
Bolivia,Santa Cruz,Yapacaní,-16.751249,-64.362361,,Yuracaré,Ave de pesado vuelo,"La ciudad de Yapacaní fue fundada el 23 de agosto de 1953 y desde entonces ha experimentado un rápido aumento de población, principalmente debido a la inmigración de las regiones occidentales de Bolivia. Antes de la fundación de la ciudad, en su lugar había un puesto militar",Sí,Fauna,,Wikipedia,https://es.wikipedia.org/wiki/Villa_Yapacan%C3%AD
